homme,Faucher,Eustache,12/18/1965,CARCASSONNE,111.0,167,O+
femme,Roussel,Ormazd,11/23/1937,VERSAILLES,55.3,157,O+
homme,Audet,Arnou,1/12/1978,CRÉTEIL,97.7,185,O+
homme,Abril,Grégoire,6/19/1947,ROMANS-SUR-ISÈRE,66.8,178,B+
femme,Saurel,Éléonore,12/7/1963,LE MÉE-SUR-SEINE,63.8,169,A+
femme,Routhier,Adélaïde,10/19/1954,LE MÉE-SUR-SEINE,72.0,170,A+
femme,Beaudoin,Yolande,11/1/1981,PARIS,50.3,164,AB+
homme,Garcia,Thiery,4/20/1987,MONTPELLIER,80.5,172,O+
homme,Bourget,Odo,8/31/1994,PARIS,81.8,177,O+
homme,Marcil,Pascal,1/16/1992,LYON,91.1,177,B+
homme,Ayot,Artus,6/20/1964,AIX-EN-PROVENCE,101.0,182,O+
femme,Lacombe,Kari,12/30/1983,SAINT-MAUR-DES-FOSSÈS,78.9,170,B+
homme,Duplessis,Landers,9/15/1958,CARPENTRAS,107.7,178,A+
homme,Lanteigne,Fortun,11/7/1994,SIX-FOURS-LES-PLAGES,89.5,183,O+
femme,Abril,Auda,12/2/1991,SAINTE-GENEVIÈVE-DES-BOIS,88.8,169,O+
homme,Trottier,Bruno,2/11/1941,SUCY-EN-BRIE,89.8,181,O-
femme,Pomerleau,Elita,7/28/1939,SAINTE-MARIE,81.6,168,B+
homme,Grivois,Vaden,7/4/1950,LIMOGES,108.9,182,O+
homme,Morin,Eugène,2/10/1978,TOULOUSE,108.5,185,O+
homme,Courtois,Gill,5/21/1972,MONTPELLIER,113.2,174,O+
homme,Pirouet,Rabican,9/29/1946,TAVERNY,95.8,179,O+
femme,Hétu,Linette,11/26/1999,MÂCON,85.9,175,B+
femme,Mailly,Julienne,12/28/1979,LE PLESSIS-ROBINSON,70.4,172,A+
homme,Petit,Arno,10/30/1961,PARIS,70.1,180,O-
homme,Carignan,Pierpont,7/7/1960,CANNES,98.0,170,A+
femme,Beaudry,Renée,3/27/1947,LE MANS,83.7,157,B+
homme,Perillard,Iven,3/17/1939,ARLES,79.0,166,B+
femme,Pichette,Annette,3/8/1996,ÉCHIROLLES,71.0,157,O+
homme,Roux,Clovis,12/9/1999,TORCY,59.4,165,A+
femme,Berthelette,Thérèse,7/8/1942,MALAKOFF,97.5,153,AB+
homme,Boisvert,Thiery,9/9/1941,MALAKOFF,60.3,168,A+
femme,Dastous,Simone,5/12/1979,ARMENTIÈRES,50.9,157,B+
femme,Briard,Anouk,6/7/1936,LENS,90.0,159,O+
homme,Angélil,Desire,11/3/1990,MAISONS-ALFORT,71.2,185,B+
femme,Bertrand,Claudette,1/5/1944,SAINT-PRIEST,77.1,164,O+
femme,Majory,Demi,11/14/1987,PARIS,75.8,157,A+
femme,Dubeau,Ophelia,10/19/1937,LIVRY-GARGAN,87.1,152,B+
femme,Dennis,Marine,9/22/1944,MEAUX,64.6,156,A+
homme,Miron,Leal,10/20/1982,ALÈS,96.5,167,A+
femme,Panetier,Lotye,10/23/1961,VANDOEUVRE-LÈS-NANCY,94.6,156,O+
homme,Cadieux,Antoine,11/20/1938,METZ,78.8,166,A-
femme,Labelle,Cinderella,6/11/1947,ÉPERNAY,52.6,162,O+
femme,LeBatelier,Methena,1/17/2000,CAHORS,72.3,155,B+
homme,Beaudry,Alexandre,7/6/1952,VITROLLES,77.2,169,B-
femme,Deslauriers,Babette,2/28/1934,SIX-FOURS-LES-PLAGES,90.3,164,A+
homme,Guibord,Anton,8/20/1952,VITRY-SUR-SEINE,97.2,172,B+
femme,Dastous,Vedette,5/22/1953,LE TAMPON,85.5,165,O+
femme,Royer,Alita,12/25/1989,LES ABYMES,50.8,173,A+
femme,Chicoine,Ambra,6/9/1968,PERPIGNAN,99.2,160,A+
homme,Louineaux,Millard,12/27/1938,MONTROUGE,79.5,174,O+
femme,Guay,Faye,7/28/1984,LA VARENNE-SAINT-HILAIRE,88.8,175,A+
femme,Cliche,Raison,2/5/1976,DENAIN,56.2,165,A+
femme,Lachance,Fayme,6/6/1933,TOULOUSE,79.6,157,A+
femme,Duffet,Manon,9/1/1955,SAINT-BRIEUC,91.6,161,A+
femme,Paquin,Claire,4/12/1944,CASTRES,80.1,165,B+
homme,Guernon,Iven,1/26/1970,MIRAMAS,110.6,184,A+
femme,Duffet,Arienne,10/15/1947,BOURGOIN-JALLIEU,54.4,167,O+
homme,Forest,Jay,8/21/1947,LONS-LE-SAUNIER,82.8,178,B+
homme,Melanson,Patrick,6/20/1981,AIX-EN-PROVENCE,113.1,175,B+
femme,Saurel,Merci,4/24/1976,VILLEURBANNE,58.7,165,A+
femme,Du Trieux,Aiglentina,4/10/1973,LE PORT,53.1,162,A-
femme,Courcelle,Elita,9/2/1943,BERGERAC,84.6,168,O+
homme,Tougas,Aubrey,12/24/1984,MONTCEAU-LES-MINES,90.2,183,B+
femme,Racicot,Baptiste,7/15/1997,PESSAC,89.0,158,B+
femme,Larocque,Aubrey,3/1/1982,SAINTE-ANNE,52.5,163,AB+
homme,Royer,Romain,11/25/1999,LUNÉVILLE,67.5,163,B+
femme,Bourdette,Pauline,9/1/1933,MONTÉLIMAR,81.7,158,O-
femme,D'Aoust,Clémence,4/30/1951,PARIS,87.0,170,O+
homme,Ducharme,Forrest,10/10/1933,PARIS,80.2,166,O+
femme,Routhier,Amitee,8/15/1977,EAUBONNE,52.1,171,O+
homme,Lajeunesse,Grégoire,1/22/1942,SAINT-PAUL,95.7,168,O+
femme,Tardif,France,4/18/1936,LE KREMLIN-BICÊTRE,93.4,160,A+
femme,D'Aoust,Susanne,1/23/1938,LENS,78.9,155,A+
homme,Girard,Aubert,6/29/1977,CHAMPS-SUR-MARNE,116.6,173,A+
femme,Aubin,Amber,4/6/1952,BAGNOLET,69.6,163,O+
femme,Rochefort,Raison,9/4/1960,PUTEAUX,94.1,173,B+
femme,Boivin,Adrienne,8/17/1941,POISSY,85.2,159,O+
homme,Lafrenière,Searlas,6/13/1940,ÉPERNAY,67.6,178,O+
homme,Routhier,Victor,2/13/1961,VILLENEUVE-SAINT-GEORGES,75.0,178,O+
homme,Lamare,Hugh,3/23/1999,MULHOUSE,93.5,166,AB+
homme,Beaulé,Hardouin,10/22/1970,STRASBOURG,65.8,185,A+
femme,Couture,Olivie,11/1/1971,BAIE-MAHAULT,98.2,174,O+
homme,Robert,Gill,8/22/1996,PARIS,69.8,169,A+
femme,Leroy,Ophelia,8/24/1945,PARIS,89.8,164,A+
homme,Gingras,Théophile,3/22/1986,GRENOBLE,99.9,185,B+
femme,Dastous,Pauline,9/19/1965,MAMOUDZOU,58.0,158,A+
femme,Drouin,Valentine,6/9/1988,NANTERRE,75.3,154,A+
homme,Vaillancour,Charles,11/20/1998,TOULOUSE,80.3,188,A+
homme,Poirier,Senior,12/6/1940,LE HAVRE,93.9,168,O+
homme,Jodion,Ranger,11/22/1962,DUNKERQUE,79.8,184,B+
femme,Deschênes,Christelle,4/8/1945,SAINT-QUENTIN,64.0,168,B+
femme,Michel,Merci,3/3/1997,LE TAMPON,92.0,170,A+
femme,Lebel,Searlait,11/8/1971,AMIENS,52.9,154,O+
homme,Vernadeau,Leroy,6/27/1940,SAINT-DIÉ,97.7,174,A+
homme,Coulombe,Timothée,9/29/1947,GIF-SUR-YVETTE,68.2,172,O+
femme,Carignan,Charmaine,2/8/1950,VILLEPARISIS,56.4,167,O+
homme,Barrière,Guillaume,11/17/1980,PARIS,110.6,167,O+
femme,Roy,Aya,12/16/1976,STRASBOURG,62.0,159,O+
homme,Leduc,Marshall,12/31/1972,GIF-SUR-YVETTE,86.0,187,O+
femme,Bernard,Sydney,7/28/1994,SANNOIS,88.4,154,O+
femme,Brisebois,Amarante,9/30/1943,MARSEILLE,79.6,154,O+
homme,Paquette,Louis,12/14/1974,GUÉRET,103.6,178,B+
femme,Bellemare,Fayette,8/17/1976,THIAIS,69.0,156,B-
homme,Bourassa,Grégoire,8/10/1940,VINCENNES,78.2,172,A+
homme,Charpie,Octave,4/3/1992,BOURGES,84.3,180,B+
femme,Course,Christelle,12/31/1998,ROMAINVILLE,77.4,160,B+
homme,Denis,Prewitt,12/9/1965,ÉLANCOURT,102.5,178,O+
homme,Bonenfant,Parfait,7/31/1978,SAINT-DENIS,109.4,183,A+
femme,Rocheleau,Cammile,3/13/1944,PIERREFITTE-SUR-SEINE,82.4,161,O+
homme,Austin,Jay,3/4/1976,GRIGNY,92.7,174,O+
homme,Brisette,Eugène,7/26/1973,JOUÉ-LÈS-TOURS,73.5,183,O+
femme,Fontaine,Cécile,9/30/1995,AUBERVILLIERS,97.3,166,B+
femme,Pirouet,Océane,8/8/1998,BOIS-COLOMBES,80.7,152,B+
homme,Laisné,Aimé,9/24/1966,SAINT-MARTIN,96.3,185,AB+
homme,Desnoyers,Warrane,12/23/1985,SAINT-JOSEPH,67.3,184,A+
homme,Méthot,Onfroi,5/19/1959,NOISY-LE-SEC,91.0,170,AB+
femme,Jodion,Agate,5/16/1994,LIBOURNE,73.8,169,O+
homme,Poisson,Charles,6/17/1998,BAGNOLET,82.5,186,B+
femme,Ailleboust,Albracca,12/6/1991,LE CREUSOT,55.5,156,O-
homme,Turgeon,Merle,7/28/1992,CARPENTRAS,80.0,186,AB+
homme,Mazuret,Aubin,5/25/1935,RAMBOUILLET,92.3,164,O+
femme,Parizeau,Coralie,8/19/1944,BEZONS,51.6,163,O+
femme,Couturier,Pierrette,3/28/1977,AMIENS,95.5,161,O+
femme,Bédard,Emmanuelle,8/17/1991,MARSEILLE,57.5,174,B+
femme,Chenard,Aubine,9/27/1985,OZOIR-LA-FERRIÈRE,53.5,166,O+
homme,Souplet,Thomas,8/23/1987,BASTIA,88.9,185,O-
homme,Deschênes,Alexis,11/9/1936,LA POSSESSION,100.6,173,B+
homme,Robillard,Avenall,2/18/1960,PARIS,98.2,173,AB-
homme,Pelland,Astolpho,1/14/1958,MONTIGNY-LE-BRETONNEUX,87.9,167,O+
femme,Richer,Charline,3/31/1985,DIJON,102.7,156,B+
homme,Vaillancourt,Burrell,10/16/1978,VILLEFRANCHE-SUR-SAÔNE,99.4,177,A+
homme,Turgeon,Jérôme,7/16/1958,MARIGNANE,66.5,184,O-
homme,Gingras,Sennet,2/27/1963,VALENCIENNES,108.3,178,O+
femme,D'Aoust,Marcelle,11/10/1953,BAIE-MAHAULT,54.7,162,O+
femme,Gamache,Anaïs,7/6/1933,COLOMIERS,83.6,150,O+
femme,Plante,Paige,5/21/1944,MÂCON,69.6,164,A-
homme,Saindon,Frontino,11/9/1936,MONTPELLIER,75.6,181,A-
homme,Gadbois,Vincent,9/7/1986,SAVIGNY-SUR-ORGE,84.0,170,A-
femme,Turcotte,Mignonette,10/14/1987,ABBEVILLE,60.4,160,A+
homme,De La Ronde,Ogier,8/14/1995,BORDEAUX,68.7,190,B+
homme,Jodion,Bayard,9/20/1942,FLEURY-LES-AUBRAIS,99.7,174,A+
homme,Laprise,Ray,12/31/1939,SIX-FOURS-LES-PLAGES,77.9,167,B+
homme,Latourelle,Anton,2/9/1987,LIMOGES,62.7,173,AB+
homme,Daviau,Christian,7/7/1940,GOUSSAINVILLE,89.6,168,O+
homme,Tisserand,Marshall,6/30/1998,TARBES,84.4,173,A+
femme,Lemieux,Royale,9/22/1973,LYON,90.6,159,B+
femme,Blanc,Camille,3/11/1979,ANTONY,49.9,156,A+
homme,Ailleboust,Manville,8/7/1958,LE PERREUX-SUR-MARNE,80.1,168,O+
homme,Lessard,Fletcher,3/10/1983,TOURS,97.9,175,O+
femme,Beaujolie,Caroline,9/10/1975,LISIEUX,53.7,173,A+
homme,Marcil,Russell,6/7/1964,BAYONNE,70.9,175,B+
femme,Norbert,Patrice,12/2/1988,NICE,84.4,157,A+
homme,Moreau,Zerbino,11/13/1945,SAINT-PIERRE,66.2,181,B+
femme,Charron,Germaine,11/5/1960,ÉVREUX,80.5,166,O+
homme,Coudert,Gaetan,10/1/1978,PIERREFITTE-SUR-SEINE,67.4,188,A+
homme,Cuillerier,Evrard,11/29/1957,CANNES,84.1,171,A+
femme,Beaulieu,Marguerite,2/22/1939,MARSEILLE,107.2,160,A+
homme,Lécuyer,Francis,12/19/1970,VILLEURBANNE,97.9,168,A+
homme,Boivin,Ansel,5/18/1986,MULHOUSE,71.8,172,O+
femme,Favreau,Sophie,7/4/1985,BOURGOIN-JALLIEU,86.1,163,A+
femme,Auclair,Villette,12/30/1945,TOURS,61.3,161,O+
femme,Dionne,Laurence,9/18/1961,ÉCHIROLLES,51.0,167,O+
homme,Chatigny,Honoré,2/13/1998,ROMAINVILLE,98.4,187,A+
homme,Tanguay,Ferrau,6/24/1944,PÉRIGUEUX,88.6,184,B+
femme,Pirouet,Zoé,8/14/1956,ARRAS,97.0,161,A+
homme,Gour,Fortun,4/8/1957,GRADIGNAN,78.9,165,O+
homme,Charpie,Fiacre,4/18/1977,DOUAI,109.1,177,O+
homme,Lamontagne,Jeoffroi,9/15/1997,RENNES,71.7,167,A+
femme,Parrot,Aurore,4/3/1985,ANGLET,78.7,167,A-
femme,D'Aoust,Jolie,3/23/1961,BASTIA,82.4,167,A+
femme,Grondin,Annette,12/7/1997,CERGY,62.3,156,O+
homme,Salois,Bevis,7/14/1976,ROSNY-SOUS-BOIS,113.0,184,A+
homme,Fecteau,Francis,8/15/1987,LA CIOTAT,69.5,189,O+
homme,Bondy,Javier,8/26/1956,MARTIGUES,102.7,180,O+
femme,Metivier,Orane,5/3/1962,TAVERNY,93.8,170,AB+
homme,Lamour,Gaetan,5/11/1978,SAVIGNY-LE-TEMPLE,115.7,182,O+
homme,Jolicoeur,Soren,6/2/1975,LONGJUMEAU,79.1,179,O+
homme,Babin,Aimé,12/10/1990,TOULOUSE,98.0,177,B+
femme,Montminy,Comforte,4/8/1989,AUXERRE,83.9,155,O+
homme,Compagnon,Luc,2/28/1986,MARSEILLE,71.0,187,B+
homme,Pichette,Mandel,9/23/1976,ANGERS,96.1,173,O+
femme,Labrie,Orlene,3/5/1969,BÉTHUNE,83.9,170,O+
homme,Salois,Nouel,7/8/1935,THIONVILLE,87.3,183,O+
femme,Dodier,Villette,9/22/1992,CANNES-LA-BOCCA,80.3,171,O+
homme,Boncoeur,William,6/13/1995,AJACCIO,59.6,183,O+
homme,Lamoureux,Vernon,9/21/1945,SAINT-CLOUD,105.0,182,O-
femme,Simon,Brier,4/1/1943,THIONVILLE,97.5,165,B+
homme,Camus,Marcel,5/12/1958,LIVRY-GARGAN,105.6,166,B+
homme,Bler,Roger,9/16/1934,PUTEAUX,98.9,183,O+
femme,Auclair,Lundy,4/27/1998,ORLY,59.8,164,O+
femme,Brunault,Delphine,4/28/1996,ARRAS,62.1,164,B+
homme,Chnadonnet,Legget,8/5/1984,DZAOUDZI,87.1,183,O+
femme,Robillard,Fifine,4/28/1977,CROIX,56.2,166,A-
femme,Desruisseaux,Philippine,5/28/1976,SAINT-MARTIN,82.8,166,O+
femme,Monrency,Pauline,8/25/1976,BOURGOIN-JALLIEU,71.9,173,A+
homme,Laramée,Gradasso,4/30/1978,CENON,71.3,169,O+
homme,Croteau,Michel,1/20/1969,LYON,87.3,184,O+
homme,DeGrasse,Gaetan,1/26/1989,CORBEIL-ESSONNES,90.4,190,A+
femme,Labonté,Arlette,4/10/1935,ÉVREUX,69.3,157,AB+
homme,Parmentier,Gano,9/5/1939,NANTES,63.9,167,A+
homme,Faucher,Louis,8/12/1971,LES LILAS,104.4,169,O+
homme,Miron,Peverell,4/23/1968,SAINTE-MARIE,92.5,176,B+
femme,Boutot,Robinette,4/26/1952,BÉZIERS,96.9,162,B+
femme,Lafond,Capucine,9/7/1942,ALBI,72.0,163,O+
homme,Lemaître,Aleron,10/18/1964,GARGES-LÈS-GONESSE,96.9,180,O+
homme,Racicot,Bellamy,12/12/1998,VILLEURBANNE,87.2,189,AB-
homme,Barrière,Vernon,4/22/1975,MEUDON,108.3,178,A+
homme,Boileau,Florus,10/5/1982,ILLKIRCH-GRAFFENSTADEN,115.6,178,A+
homme,Girard,Burrell,1/22/1981,VANVES,71.8,174,O+
homme,Verreau,Norris,3/3/1971,LA COURNEUVE,90.1,168,O+
homme,Sauvé,Aubert,2/5/1985,VILLENEUVE-LA-GARENNE,97.0,181,AB+
femme,Lemelin,Creissant,1/27/1966,NARBONNE,51.7,169,B+
homme,Lacombe,Gradasso,5/28/1992,BIARRITZ,77.4,177,O+
femme,Larivière,Danielle,1/6/1951,HÉNIN-BEAUMONT,53.0,155,A+
homme,Pelland,Tanguy,12/18/1983,LUNEL,99.2,182,B+
femme,Covillon,Sabine,6/10/1995,RENNES,46.9,154,O-
femme,Brasseur,Aiglentina,11/7/1947,STRASBOURG,75.9,155,AB+
femme,Jomphe,Clothilde,3/17/1994,SAINTE-MARIE,55.1,159,O+
homme,Jomphe,Fortun,8/13/1939,BÉZIERS,101.1,169,O+
femme,Franchet,Camille,5/5/1965,BOULOGNE-BILLANCOURT,93.0,154,O+
homme,Rivard,Gabriel,12/2/1987,MONTIGNY-LE-BRETONNEUX,92.0,173,B+
femme,Therrien,Minette,8/17/1993,GUÉRET,63.2,158,A+
homme,Miron,Aubert,3/16/1972,GONESSE,107.4,172,O+
femme,Cinq-Mars,Clarice,12/25/1986,LE KREMLIN-BICÊTRE,57.1,165,A+
femme,Devoe,Allyriane,7/20/1965,PARIS,75.5,157,O-
femme,Lagacé,Anastasie,1/17/1968,SÈVRES,79.7,153,A+
femme,Caouette,Baptiste,5/1/1995,CAHORS,52.9,163,B+
homme,Casgrain,Aymon,7/25/1947,BAGNEUX,74.9,175,B+
femme,Barrette,Heloise,11/15/1953,COMPIÈGNE,64.4,154,A+
femme,Drouin,Esmeraude,6/12/1945,HOUILLES,95.1,166,A+
femme,Bellemare,Hedvige,5/23/1972,LA MADELEINE,88.2,157,B+
homme,Dupuis,Campbell,11/26/1948,CAHORS,100.7,175,O+
femme,Vadeboncoeur,Garland,7/8/1988,PLAISIR,101.9,174,A+
femme,Paulet,Iva,7/24/1970,SAINT-MALO,63.0,163,B+
femme,Renaud,Mariette,1/1/1935,BAR-LE-DUC,65.2,152,A+
femme,Lécuyer,Azura,10/3/1963,RENNES,74.8,171,B+
femme,Lesage,Christiane,2/14/1970,VILLEPINTE,82.3,168,B+
homme,Gaillou,Jacques,5/6/1936,DOLE,69.6,179,B+
femme,Chaussée,Alexandrie,10/18/1976,SAINT-CHAMOND,58.7,173,O+
homme,Duplanty,Théophile,8/25/1972,DIEPPE,105.5,173,AB+
homme,Boileau,Kerman,6/23/1947,ERMONT,98.8,165,B+
femme,Lapointe,Lundy,7/19/1968,LYON,67.2,159,B+
femme,Joly,Zara,3/2/1993,AGDE,63.1,171,O-
homme,Gendron,Charlot,12/4/1944,TULLE,74.7,175,A+
homme,Francoeur,Perrin,12/5/1944,AURILLAC,62.0,167,O+
femme,Corbin,Crescent,6/6/1960,TOURS,54.2,155,O-
femme,Dupont,Joy,6/22/1963,CHÂTEAUROUX,59.4,170,B+
homme,Margand,Alexis,1/17/1941,LA VALETTE-DU-VAR,86.0,164,A+
femme,René,Favor,4/5/1972,FOIX,93.1,174,O-
homme,Plaisance,Lyle,4/1/1966,FORT-DE-FRANCE,106.6,172,A+
homme,Vincent,Marsilius,1/30/2000,LA VARENNE-SAINT-HILAIRE,79.4,165,O+
femme,Villeneuve,Comforte,10/20/1965,AIX-EN-PROVENCE,77.8,159,A+
femme,Coupart,Laurene,7/16/1984,LYON,85.5,171,B+
femme,Cousteau,Fabienne,6/1/1966,PARIS,95.6,167,O+
femme,Chnadonnet,Orva,9/7/1936,SAINT-MICHEL-SUR-ORGE,89.5,153,O+
femme,Noël,Agnès,10/4/1951,TOULOUSE,73.0,169,A+
femme,Bellemare,Villette,11/12/1969,BAYONNE,74.6,172,O+
homme,D'Aubigné,Tearlach,9/13/1999,SAINT-HERBLAIN,60.9,187,B+
femme,Senneville,Cinderella,6/15/1986,FONTENAY-AUX-ROSES,101.0,175,A+
femme,Achin,Agnès,7/7/1934,SAINT-MAUR-DES-FOSSÈS,58.7,165,AB+
femme,Tétrault,Vivienne,7/2/1962,TORCY,94.7,169,O+
homme,Berthelette,Emmanuel,8/21/1987,VERSAILLES,67.3,188,O+
homme,Guimond,Scoville,8/5/1995,CHAMPS-SUR-MARNE,78.1,172,A+
femme,Daoust,Roux,6/22/1969,FLEURY-LES-AUBRAIS,73.3,170,O+
femme,Bonneville,Mavise,11/28/1946,MIRAMAS,60.9,152,A+
femme,Sciverit,Clothilde,12/8/1935,LIVRY-GARGAN,78.3,158,O-
femme,Jodoin,Amélie,10/6/1940,RENNES,91.9,169,B+
femme,Trottier,Océane,3/2/1951,PARIS,74.4,171,O+
femme,Langelier,Dominique,1/10/1961,BAGNEUX,61.3,158,O+
homme,Marseau,Paul,3/10/1934,MONS-EN-BAROEUL,102.3,167,B+
femme,Beaudouin,Ila,11/27/1999,MAGAGNOSC,75.2,163,O+
femme,Gosselin,Nanna,1/13/1988,CARPENTRAS,87.9,158,A+
femme,Boutot,Marjolaine,10/30/1985,AUCH,79.6,159,A+
femme,Gour,Searlait,4/15/1948,PANTIN,75.6,160,O+
homme,Sabourin,Denis,4/21/1995,LENS,81.5,188,O+
femme,Fréchette,Annot,12/21/1979,THONON-LES-BAINS,94.4,161,O+
homme,Barrientos,Nouel,2/14/1969,BOULOGNE-SUR-MER,85.9,186,A+
homme,Allaire,Fiacre,8/9/1985,VIENNE,68.8,186,B+
homme,Mailly,Guillaume,12/3/1965,SAINT-LOUIS,84.8,183,O+
homme,Turgeon,Paien,10/21/1935,ÉPERNAY,102.4,177,O+
femme,Coulombe,Noelle,5/24/1996,ARRAS,67.9,156,O+
femme,Lamy,Claude,5/10/1974,PARIS,100.0,164,O+
homme,Doiron,Philippe,3/10/1999,TALENCE,65.9,177,O-
femme,Paiement,Danielle,1/18/1950,PUTEAUX,74.2,159,B+
femme,Sirois,Marcelle,11/22/1943,TOULON,60.5,165,B+
homme,Cadieux,Harbin,7/22/1954,VILLENEUVE-D'ASCQ,84.1,183,B+
femme,Garreau,Josette,6/21/1976,RIS-ORANGIS,69.3,155,A+
femme,Jetté,Ormazd,12/27/1951,BAIE-MAHAULT,67.9,168,AB+
femme,Croteau,Juliette,2/5/1969,MONTGERON,71.9,173,A+
homme,Monjeau,Fabien,12/27/1993,LA POSSESSION,109.8,171,B+
homme,D'Avis,Thierry,7/5/1944,PARIS,83.9,183,A+
homme,Leroux,Channing,9/19/1985,FÉCAMP,107.0,173,AB+
homme,Fréchette,Bruno,12/27/1944,ROMAINVILLE,101.7,181,A+
homme,Provencher,Royden,1/28/1938,PONTAULT-COMBAULT,96.3,164,B+
femme,Faubert,Aubrey,11/7/1960,OZOIR-LA-FERRIÈRE,54.7,154,O-
homme,Faucher,Telford,4/9/1957,LE ROBERT,81.0,166,O+
femme,Huot,Galatee,10/6/1933,CARCASSONNE,83.6,152,A+
femme,Quinn,Sibyla,6/13/1973,COLOMIERS,59.8,169,B+
femme,Gauthier,Blanchefle,10/19/1952,CHÂTELLERAULT,91.5,160,B+
femme,Benoit,Brier,12/8/1960,ARRAS,55.3,163,O+
homme,Bordeaux,Bernard,11/11/2000,SUCY-EN-BRIE,58.0,168,A+
femme,Tessier,Yolande,6/13/1977,BRUNOY,83.3,173,A+
homme,Houde,Ganelon,9/6/1989,SAINT-DIÉ,96.3,173,O-
homme,Tessier,Montague,7/7/1967,ROMAINVILLE,97.5,171,A+
femme,Bédard,Searlait,8/20/1936,SAINT-GERMAIN-EN-LAYE,65.0,150,O+
homme,Patry,Sargent,5/29/1941,PARIS,81.8,184,O+
femme,Thibodeau,Germaine,10/23/1965,ARRAS,104.9,167,B+
femme,Montminy,Cosette,11/11/1945,LYON,90.0,168,O+
femme,Quinn,Merci,4/23/1992,MONS-EN-BAROEUL,72.1,173,O+
femme,Lachance,Agnès,8/10/1961,VILLENEUVE-D'ASCQ,103.6,173,O+
homme,Lussier,Gaspar,12/6/1944,VERTOU,92.7,168,A+
femme,Margand,Amélie,6/28/1954,VERSAILLES,68.4,158,B+
femme,Tanguay,Jeanette,9/19/1987,PARIS,94.6,159,A+
homme,Sacré,Yves,2/26/1949,LA GARDE,79.0,181,O+
homme,Jobin,Franck,6/12/1982,LIÉVIN,94.4,175,A+
femme,Bondy,Logistilla,6/18/2000,MONTMORENCY,48.0,174,O-
homme,Begin,Benoît,5/4/1992,NANCY,110.5,170,O+
femme,Clément,Pierrette,4/25/1998,BAR-LE-DUC,54.6,166,A+
homme,Coulombe,Alfred,11/29/1948,VÉLIZY-VILLACOUBLAY,83.6,175,O+
homme,Côté,Pierre,4/21/1952,CAMBRAI,63.7,183,O+
femme,Berie,Michèle,10/20/1979,PARIS,56.8,161,O+
homme,St-Jean,Nicholas,12/10/1966,RAMBOUILLET,108.2,171,AB+
homme,Fongemie,Malagigi,7/10/1957,NANTES,71.6,170,B+
femme,Bérubé,Yvette,4/23/1957,LA VALETTE-DU-VAR,88.2,162,A+
femme,Lizotte,Brier,8/8/1959,LE BLANC-MESNIL,87.3,172,A+
homme,Saucier,Granville,12/19/1976,LUNÉVILLE,99.8,169,A+
homme,St-Jacques,Cloridan,4/21/1998,MONTFERMEIL,86.2,190,A-
femme,Rochon,Delmare,4/24/1960,TOULON,66.0,161,O+
femme,Gingras,Julie,4/4/1936,VICHY,68.7,161,O+
homme,Francoeur,Normand,5/16/1958,HYÈRES,65.6,174,O+
homme,Gaulin,Javier,2/27/1939,LE PETIT-QUEVILLY,78.1,175,B+
femme,Panetier,Esmeraude,1/20/1985,ANNECY,52.3,157,O+
homme,Lemelin,Forrest,11/5/1975,CHALON-SUR-SAÔNE,100.2,177,A+
femme,Audibert,Carole,4/10/1967,DUNKERQUE,81.2,171,B+
